date;accuracy_condition;prolific_id;participant_id;consent;statement_id;text;statement_condition;confidence_range;duration;correct_prediction;ai_judgment;participant_judgment
2025-03-04;accuracy_high;['no_prolific_id'];82c661bb-14e0-44e6-bbb7-8219338fafa0;Accepted;3M68NM076ITYWD1JZFYLUOA4ALIR6U;Last month my son took his first steps! I was so proud and so was my wife. But i got very emotional about it because seeing my son progress so fast, makes me proud to be a father. My father who recently passed, never got to meet his grandchild. Cancer took him away from us but i would like to think he's looking down on us. I hope he proud of me and his grandson. My main goal is to just be a great role model and father like my dad was to me and i hope he is proud of me. So when i see my son him take those first steps, i get a sense of pride and a sense of purpose in life. I wish my dad could of met him. My wife has been very supportive to me, she always helps me when she can. Our little bundle of joy is growing up so fast! its crazy how fast time flies! I often wonder if this feeling is the same my dad felt when he became a father. i would not trade anything at all for that feeling. I miss you dad.;truthful;confident;7.684913397;1;30;49
2025-03-04;accuracy_high;['no_prolific_id'];82c661bb-14e0-44e6-bbb7-8219338fafa0;Accepted;3JNQLM5FT58ZBEN57TPMIZKTOOQL2G;Turning 40 was a wakeup call for me. I thought 50 would be right around the bend but boy was I wrong. I started aching more year after year. I had to get some surgeries to fix my foot, and ended up losing a lot of my hair. 0 to 40 flew by, but now time is crawling by. I thought that was a bad thing at first but recently had an epiphany. About 2 months ago I turned 47. My dad flew into town to visit the grandkids and happened to stay to celebrate my birthday. THe kids were in school so we went to lunch at the tavern and headed home and asked if we could put on a movie. We used to go to movies a lot as a kid and I don't think I've seen one with him in the last 15 years. I grabbed no country for old men which is one of my favorites and we sat down and watched it. We made popcorn on the stove like we used to when I grew up and just watched and chatted about life. It made me realize that I had everything I needed right there. I had a good family, a roof over my head, 2 kids and a wife I love. I didnt need any more material goods, or a bigger house, or more money. I needed quality time with my family. My dad's birthday is coming up and I plan to go visit him and return that gift.;deceptive;moderately confident;5.822339773;0;24;39
2025-03-04;accuracy_high;['no_prolific_id'];82c661bb-14e0-44e6-bbb7-8219338fafa0;Accepted;3X4MXAO0BHAWQSGPQXBPSI9HZPMWRG;I often thought I knew what happiness was. I often thought I knew what love was. I had no idea what either were until I looked into my daughter's eyes for the very first time. Three months ago, I stood anxiously holding my wife's hand as she delivered our first child. When it was nearly time, the doctor told me to look and there she was, my wife was delivering a perfect, beautiful baby girl. As I nervously cut the umbilical cord, my daughter opened her eyes to look at me. In that instance, I knew what happiness and love was. A few moments later, as I sat with my wife and daughter, my heart nearly exploded for both of them. I couldn't believe that my wife had just gone through the most painful event ever to give me this perfect baby. Over the course of the last few months, my love and happiness has grown each day even through sleep deprivation. My wife and I are truly a team when it comes to this child-rearing business but I am not arrogant enough to think we have it all figured out. I know we have nothing figured out but we are finding our way. At night, when it is my time to get up with our daughter, I can't help but smile when I look at her. It's totally hard to believe that we created this perfect, little human. I am sure there are trials and tribulations to come but. for right now, I am simply enjoying these moments.;deceptive;very confident;25.72331214;1;-46;-50
2025-03-04;accuracy_high;['no_prolific_id'];82c661bb-14e0-44e6-bbb7-8219338fafa0;Accepted;3B837J3LDPI3JBZG6S1OVT6WQJQRS7;My best friend decided to get married and his wedding was about three months ago, back in May. I never thought he would have got married but I guess I was wrong about that one. I went to get my tux but still couldn't believe the reason I was getting a tux. I just could have never imagined it. The wedding day came and it was one of the most beautiful setups I had ever seen. There were so many combinations of colors and decorations everywhere and his and his wife seemed so happy. The wedding ceremony went as planned and we made our way to the cars to go to the reception. At the reception he asked me to speak, which I did because I know he would do the same for me. I told a few jokes, everyone laughed and we all ate and had good conversations. At the end of the day my best friend and I talked for a while in private and I told him I was proud of him. He motivated me to want to do the same thing one day. I handed him some money and told him to make sure he spends it wisely. He smiled, nodded, and agreed to do so. We went back to the reception (from speaking in private) and helped clean up a little bit. It was a very good day from not only him, but me too.;truthful;poorly confident;3.84356308;1;16;38
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3QXNC7EIPJHXE2JI39IIU20JHLY900;My life is partially mixed with the good and bad. I take good thing to be happy. And bad thing to be sad. My life going on smoothly. I have a small circumstances in life. My romantic partner is very lovable. My two lovable children are so cute. My working life is good. But sometimes it is very stressful. My friends are very helpful and caring. I love my family and friends. When i feel upset they encourage me. And i am happy with what i have. My life is entirely different from others. I love to travel. And i think i'm a wandering soul. But in life i want to change some characters to interact with the other peoples.;truthful;confident;41.27469015;1;36;20
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;35GMH2SV3F3ZCF2ID50FCHXC7MZOEN;I was ecstatic when my childhood friend called me one day, out of the blue in a Saturday morning 4 months ago. I was surprised to see his name come up on my phone - I haven't seem him since high school. He knew that I was a aspiring photographer that was looking for gigs. When he told me that he was engaged and wanted me to take pictures for a secret wedding, I was jumping up and down on the subway train. My first solo gig was going to be for a friend's secret wedding! I prepared for weeks, taking many as many practice shots as I could. My friend and his wife was gorgeous on that day - it was just me, them, and their families. It was a great honor for me to be their photographer, and the wedding was held at a wedding venue filled to the brim with bright lights. It was every photographer's dream - to take pictures in such an grand environment. My friend and I did a lot of catching up - after high school, he went to college where he majored in actuarial science, and is now a successful accountant. I thanked him for giving me this opportunity. The food was great - everyone was served beer and lobster. I took hundreds of photos that day. Everyone had a great time. I can't wait to develop the film photos!;deceptive;indecisive;37.2180326;1;-7;-30
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;14.57170916;0;33;33
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3MYYFCXHJ4TTS0OR0GBUYMCJBYIG48;About 6 months ago I was walking up the steps to go to bed. At the top of the steps I felt my feet give out on me.  I fell down the steps and hit my head. My parents tried to help me up after the fall but I felt lightheaded and could not stand up. My parents had to call 911. The ambulance came and took me to the hospital. The doctor did a lot of test on me and thank goodness nothing was broken and I was fine except for a lot of lightheartedness. The doctors wanted to keep me overnight for observation to ensure I was fine. That night I was sore and could not sleep from everyone checking in on me. My mother stayed with me to keep my company and to make sure that I did not need anything. After being released I spent two weeks recovering. My mother took the time off of work to be with me and assist me with anything that I may need. I spent those two weeks down stairs recovering and after that time it was so nice to be able to walk up the steps and sleep in my own bed. I am going to more careful after this happened. This was the first time I ever had to spend time in the hospital.;deceptive;confident;31.79583669;1;-30;-36
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;33CID57105FOWWJOBT3R19PLU2RL3S;I was scared when I found out I was pregnant, I didn't think I was ready or able to take care of someone else. I trusted your dad completely, but a baby is a big, life-changing thing. You scared me, little girl. I went in for a regular check-up the day before you were due. My blood pressure was really high, and they told me that I needed to have you that day. I felt every emotion at the same time: nervous, excited, anxious, happy, relieved, nauseous. I didn't know what to expect, and I wasn't fully able to comprehend that I was about to hold you in a few hours. The next 12 hours were all pain. I cried, I resented you and your dad, I drifted in and out of sleep. I just wanted it to be over, I wasn't even thinking about getting to meet you. All excitement was gone. I just wanted everything to stop. Then I heard you cry. Oh, my God. Your cry brought me whooshing back into the present. It was the only thing I heard. They handed you to me, still covered in my blood and your goo. You were purple and angry and wrinkly. You were so beautiful. You were so perfect. Nothing else existed in the whole world while I was looking at you. Every day I look at you and think about how amazing you are and how perfectly I made you and how lucky I am to have you. I would do it all again 100 times for you.;truthful;indecisive;36.18677425;1;4;6
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;13.60763192;0;-20;-20
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3SKEMFQBZ4RZDN7C2AMMDQKHVKD8K5;Dear Diary,3 months ago I gave birth to a beautiful baby boy. The process went as planned. My husband and director both were there to assist me. I'm so glad to have my new baby boy. The stress of being a new mother is overwhelming at times though. Luckily I do have my husband to help. What an amazing helper he is too. I don't think I could be a new mother without him by my side supporting and helping through it all. Honestly, I imagined this would be a lot easier than it is. I don't think anyone is ever fully prepared though. I have a whole new look on life because of this wonderful little boy. I cannot wait to see what life has in store for us both. There's going to be many ups and downs. I look forward to every moment with him. Thinking of him growing up already has me emotional. Life has definitely gotten a lot more interesting with him around and it's only been 3 months.;deceptive;very confident;39.16029549;1;-41;47
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3JMSRU9HQJGU2ZBFEHMT79RKMO1EVL;Last Wednesday, I went to see the band Kero Kero Bonito perform at the Union Transfer concert venue in Philadelphia, PA. During their performance, I found myself singing along to all of their songs and dancing with other members of the crowd. While I did not know anyone else in the crowd, I felt a oneness with them, as we were all fans of the band and knew all of the songs by heart. I had had two beers before the concert, but the euphoria I felt while dancing with other fans was a different sort of intoxication that did not require alcohol at all. We jumped, sang our lungs out, and stepped back and forth frantically. When the singer needed us to clap, stomp, or carry the tune, we obliged. The night passed by in a flash as our adrenaline and sweat flowed like water. It was the most fun I had had in a while. I had sung and shouted so much that my voice was gone the next morning. It made me think about seeing another band at that venue in the near future. This was the closest thing to a religious experience that I had had happen to me. Short of converting to a religion, another event like this was my best shot at feeling it again. I will always remember this night as one where I joined with complete strangers to appreciate our favorite band. As we walked out into the lobby, we lined up to buy band merchandise. While I didn't really need to buy anything, I wanted to get a shirt or a CD to commemorate the night we had. I bought a signed CD and a sweatshirt before walking out into the brisk fall night.;truthful;moderately confident;12.53408051;1;27;-18
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3ZAZR5XV024WELWBJN512R4DFOBZCM;It was near the end of June when I received a life changing phone call from my husband.  He had recently started a company with the dream of running his own business in the next year or two but we were not prepared for that to start immediately!  His boss discovered his new company and fired him on the spot.  No two weeks notice, no time to prepare.  Thank God he had some vacation time saved up so we weren't completely screwed financially.  Many concerns crossed my mind.  How will we afford food?  How will we pay our mortgage?  How will we send our kids to the private school that they love and thrive at?  My husband and I both worked diligently over the next few weeks to get everything set up for the business that we thought we would have a year to accomplish.  We opened a bank account, fixed up the website, created a LinkedIn account, and started emailed companies looking for work.  He also attended a conference to try to make some connections there.  Many people were interested in his capabilities but it takes time to get a contract officially signed.  My husband created his first blog post and it quickly received a significant amount of attention from the tech community.  He has great ideas and would be a huge value to anyone willing to work with him.  We know that there is great potential in our new endeavor and we are confident in our eventual success but we need to start bringing in money soon.;truthful;very confident;55.07217479;1;50;50
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3G5F9DBFOQJ6M92H4IUZSCOX576VHS;Every day evening I'll  jogging with my pet dog. On a regular Friday evening I was jogging with my pet dog in a park near by my home. Surprisingly my old friend was walking  in front of me.I was so happy. I called him. he also surprised. so we hugged each other.Then we seated on the empty bench near by me. we started to make conversation about our past life. I just told about my personal life and my relatives.My friend was a business man.He also shared his professional and family life experiences. this conversation  lasted for half an hour. After send off him, I try to  continue my jogging. Suddenly,I remember that moment.Yes. my dog was missing. I just call the dog by its name. But there was no response. I just go to various places in park to find the dog. But I cannot find it.But there was no use. So I immediately, I returned my home. that was the time of school vacation. So my niece and nephew were came to my home to spend holiday. I asked help to find the dog. they immediately  came with me. We reached park are. We search the dog for long time.But  we could not find the dog. I suffered by my mistake. My nephew and niece trying to convince me;deceptive;poorly confident;35.43456602;1;-19;-21
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;384PI804XTNFJHFHCFI9BX599WYS0F;I supervise five people at a software company.  Sometimes we can disagree on how to implement software, but we usually come to an agreement at the end. Everyone needs software. It is one of the most important, highest paying careers out there. It's also not a job everyone has the brainpower for. That makes me feel special. Translating need into software   is what I do best. I've met so many people from around the world that I otherwise wouldn't meet and i'm thankful for that every day. This is a job i've wanted since I was a little girl because my dad was a software developer, so I really feel fulfilled. There is a lot of bad software out in silicon valley like the juicero, but people with a real passion for helping people will always shine the brightest. In addition to fulfilling my dreams, I love my team. They are  hilarious and make a really hard job much easier. They are fast learners as well. We do many social activities together contrary to the computer nerd stereotype. We hike, go to dinners, watch tv shows like silicon valley together, go to workshops, and even christmas parties. This is more than I did with my childhood friends of average intellect. I've been exposed to some of the brightest minds in the world from ivy leagues to natural homegrown talent and I could not be more thankful. I'm pretty sure I would not have the fulfillment at some dead end desk job like some of my old friends and my sister. They make living which is great in this say and age, but they get burned out so easily. I'm truly thankful for the path I took in life.;truthful;poorly confident;25.69122767;1;12;0
2025-03-04;accuracy_high;['no_prolific_id'];4448a232-a03f-41aa-89ed-b659626c8c03;Accepted;3LYA37P8IR9IFL5J5M6W4SAIUWBBKN;I was gradually having more and more trouble seeing. My eyes would become unfocused with little spots appearing in my blurred vision. It had become dangerous to drive and was affecting my job. It was difficult to make myself go see the eye doctor because my insurance has a high deductible, but I couldn't keep putting this off. I went in to the office thinking that I'll probably just get some six hundred dollar eye drops and be on my merry way, but I was so horribly wrong. It's about to get even worse because the doctor told me I have some really serious, severe problem with my eyes that will only continue to progress, some long name medical condition that I can't even recall. I have to go in for surgery to treat it. I don't know how I'm going to be able to take off work for this, and I can only dream that my insurance will cover it. It feels like my whole life is crashing down around me. I'm going to talk to my boss this afternoon to request time off. It's just eye surgery, so I shouldn't need very long to recover, right? I think my eyes will just be sensitive, like a bad hangover. If I get fired for missing work, then I don't know what I'll do. Maybe I can just go blind. At least then my apartment will let me have a dog, right?;deceptive;moderately confident;52.40755868;1;-28;0
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;attention_check_1;"This is an attention check and serves to validate your participation. Please put the slider at the position -20. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;46.13677979;0;-20;17
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3BXQMRHWK0KS18ESQP07OVUA535MU7;"We celebrated my son's 4th birthday a few months ago. We had his party at our home, and invited our family, and many friends. It was a birthday party/ house warming party all in one. It was the first event we held in our home since moving in, a month prior to the party. It was a big deal, because we were about to move in last fall before Hurricane Florence hit, flooding our newly built home. We had almost 4 feet of water in our home. It was a party, and just a celebration as well, to finally complete the home (again). We had not even gotten 100% settled before the party, but it was just so nice being ""home."" We had it catered, and did a lego theme for my son. He enjoyed opening all of his presents. He and his buddies played and played. We had cupcakes, but the dog ended up getting into them, ruining half of them. We also did a piñata, and the kids enjoyed hitting it. He got a lot of new lego sets. He also got a camouflage table set and new race cars. We all had a blast.";truthful;poorly confident;139.5634837;0;-17;-17
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3XM0HYN6NLLHXFEJS5DU1H22049PES;"Three weeks ago, something pretty devastating happened. I was sitting on the couch with my husband, and I got a phone call about our previous foster children, Mark and Sarah. Their mother was arrested for breaking and entering. When I heard this news, my heart dropped. All we ever wanted was the best for them. I truly thought they were in good hands! Their mother really seemed to be going on the right track... I thought there was no way she would go back to her previous lifestyle. Then I thought, ""will I have to go back to MY previous lifestyle now?"" These children need to be taken care of, and it's clear that their mother can't do that anymore. But my husband and I weren't prepared for that task. It had been three years since we took care of those kids. We are used to our lives. Things are quiet. We have more freedom and flexibility. I'd be lying if I said it wasn't a pain to take care of those kids. Of course, we loved them like they were our own, but they were quite the handful. The most shocking part of the situation, however, was my husband's response. He was supportive (for once). He said he wouldn't mind if I took on less hours at work if I wanted to take the kids back. I knew I married him for a reason. We may not agree on everything, but the man has a big heart. We haven't heard any more  news about those poor kids or their mother. For now, our life will remain quiet and comfortable. But it's nice to know that my husband is supportive of welcoming Mark and Sarah back.";deceptive;very confident;51.31595922;1;-47;-30
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3LOTDFNYA8LZN2BGZ2BVBTVYVZ6WFB;"I can't believe what happened 2 weeks ago. My supervisor tested positive for cocaine! I would never have guessed that she used drugs of any kind. I'm really shocked and I feel so disappointed. On top of that, nothing happened to her because of it. Management did nothing. Nothing! Drugs are such a non-starter at work for all of us and it's not tolerated at all and for good reason. Everyone is so angry with management and trying to figure out what is going on and why nothing has happened about this. I mean, it's been 2 whole weeks and it's like it never happened. My supervisor is continuing in all of her supervisory roles right now. She's completely acting like a failed drug test never happened. All of us at work are concerned now because it seems like the rules don't matter (at least to some people?!). I'm wondering if someone needs to go to management or leave some sort of anonymous ""suggestion box"" note for someone in management to figure out what's going on and what the rules are for the rest of us. We all kind of want answers! I love my job but this feels really unfair and makes me feel like I'm working for a sketchy company.";deceptive;moderately confident;41.90666294;1;-27;-27
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3Y5140Z9DY2TDKG5OO3LMW0USX4PIP;You always forget how little and quite helpless your pet can be. They can't tell you where they hurt, or how they feel, it is kinda like they are little babies. I always forget how little my dog is, I'm always calling him my little man or my little grandpa. He acts like an old man, grunting, huffing, yes my dog with huff at you in disapproval. We had no clue he was sick until one night he just fell out in the floor and released his bladder, unresponsive, weak, stiff as a board, eyes open, looked like he had died. It was very scary not knowing what to do, do you move him? do you leave him alone? does he need CPR? I was so scared and I am a mother of 2 grown sons. He continued to have 2 more of these episodes throughout the night, morning could not get here fast enough. We took our little man to the vet, he was scared and unsure, like always. We found out our babies heart murmur has gotten worse, this is not good. Basically his heart gives out and he passes out. He is now on a heart medication, twice daily. And he actually takes his medication like a good boy. But it worries me, how long will he have? When will he do this again? What if this happens and I'm not home to help him. This is the part of being a Dog Mom that absolutely sucks. My baby is 6yrs old, he was a rescue when he was about 6mths old. This is going to suck, bad.;truthful;very confident;6.588523626;0;-49;-50
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3E7TUJ2EGD8RDMKCFL6D99K2KYGD9R;Elsa passed away today.  She was such an amazing dog.  I still can't believe that she went from that shut down feral street dog to the fluffy cuddly diva that she became.  She had no reason to trust us but she did anyways.  I still remember that moment when she rolled over for her first ever belly rub.  Today Elsa had a grand mal seizure and afterwards she was clearly in a lot of pain.  Her foster mom called me since I am one of her trusted people and I rushed over.  What really made an impression on me was how many people did the same thing.  8 other people drove over an hour to come help Elsa & her foster.  Elsa didn't just change my life or her fosters life.  She changed the life of a whole group of people who couldn't be more different from each other.  It's pretty amazing to think that a dog can do that.  All of us together made the decision that it was time to free Elsa from her pain and take her to the vet to be let go.  All of us crammed into a tiny room that was filled with so much love.  Sure there were tears but there was also laughter and reminiscing.  It really felt like we were a family in that moment.  One dirty street dog helped me find a family that I didn't know I had.  Thank you Elsa.  You will live on in our hearts forever.;truthful;poorly confident;12.27953792;1;20;24
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;attention_check_2;"This is an attention check and serves to validate your participation. Please put the slider at the position 33. The rest of this statement is just a placeholder.
                Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
                Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.
                Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
                Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.";attention_check;;7.426372051;0;33;34
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3HHRAGRYX9RIHJB15UKTK3W1NJGO95;I remember when I was accused of something that I didn't do. An aunt thought that I didn't answer the door on purpose when she came over. It was years ago, but still very upsetting as it was a close relative.  I didn't think they would ever think I would do something like that. I believe she knew I didn't do what she accused me of as it was very stupid and meaningless. I just don't think she ever thought she could say she was wrong or sorry. I believe she got mixed up, went to the wrong apartment or was just simply mistaken. I'm the type that would have answered the door, but explained there were other things I needed to do. I certainly wouldn't have just not opened the door. Everyone in my family mentioned that to her. She was very stubborn and always thought she was a bit better than everyone else morally.  I did apologize just because my mother asked me to. It was easier to do that than let my mom be upset. But, it was never the same with us. When I would see her at holidays or other family occasions, I always felt resentful. I am one of the most responsible people in my family and took it to heart. I don't think that my relationship would ever be repaired with her.;deceptive;poorly confident;8.78567028;0;21;21
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;33M4IA01QHNBFSLF027BU1NO62XXRZ;"I was recently confronted with someone who had a gun where I work. I'm a nurse at a plasma donation center and one of our donors pulled his needle out of his arm and ran to the back storage area. A phlebotomist had safely bandaged his arm and put him in our biohazard room. After she left the room, I went in to assist and calm him down. He was on the phone with the police requesting assistance because he thought he saw someone in the parking lot that wanted to kill him. I assured him that he was in a locked room, safe and I would remain with him until the police arrived. Next thing I know, he pulls a gun out of his pocket. I slowly back away from him and move a large biohazard garbage bin (on wheels) between him and I. I move slowly to the door and reach for the handle. He points the gun at me and yells not to open the door. I assure him that I'm not going to open the door, I was just holding the handle so no one else opened it. I asked him to please let me leave. He reiterated ""don't open the door"". I remained calm and tried to keep him calm as well as he remained on the phone with the police. Once more, I stated ""please let me leave. I want to go on the other side of the door and guard it for you"". At this point, he pointed the gun at the ground and told me to leave.";truthful;indecisive;9.081595421;1;5;6
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;33CKWXB73K6FWM15VF7PT11AXSO11L;About three weeks ago I went to the theme park with a girl that I reconnected with, we had an on-off relationship together, so it was easy for us to feel comfortable with each other like old times. We spent the day riding some rides together. We had made a deal with each other that she would choose a ride, then I would get to choose a ride and we both would ride them together. We laughed with each other the whole time. It was like old times. It was so good to feel that feeling again that we once shared together. It made we wonder why we both never tried making our relationship last. Throughout the day we grew closer to one another. She began to open up to me and we decided that we try and make it work out again. Now that we both know we want each other in our lives we made a promise that we would both give it our all. We decided to have some lunch, so I took her to the side of the park that had a nice view, laid a blanket down, and told her I would be right back with our food. I went to get our food and stopped by a booth that was selling flowers. I thought she would like it if I surprised her with them.  I was walking back to where she was and surprised her with the flowers. She loved them. We sat and enjoyed our lunch together before leaving the theme park. We continued our relationship, and everything was going great.;deceptive;indecisive;10.41866469;0;3;39
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3OUYGIZWR8KI6PZPKYEFGS0YX2UP0Q;Oh my god so two weeks ago I had a very emotional experience. My daughter had her first day of school. I went to graduate school, she grew up seeing me continuing my education. She is going to be doing the same thing! And going to the same school that I went to! Oh how I've changed from the days of hard partying. To now I get so emotional seeing her doing what she loves. You can see it in her eyes. She isn't just doing this to please her daddy. You can see that she really truly wants to do this. She's talked about wanting to go to the same school that I went to for years. No one can prepare you for the wave of emotions that you will get when you have children. And then not only having said child but getting to see them grow. Getting to see them make decisions on their own. She is growing up so fast! It's difficult to imagine her being old enough to leave the home and attend graduate school. I am crying tears of joy!;deceptive;confident;7.798984766;0;35;32
2025-03-04;accuracy_low;['no_prolific_id'];3aee0fa9-78ee-4aa8-b5d9-c7f9d000006d;Accepted;3PH3VY7DJMJ5SJ2G0E52ELBG6HAWZY;I received a call from Korea that my aunt has died.  My mom was with me and she looked shocked.  I don't know why but I started bawling.  I came to the States when I was eight so it didn't make sense that it was impacting me this much.  It is not like an aunt that I meet regularly or talk to regularly.  For days prior to the event I felt my heart was aching.  I wasn't sleeping well and my heart was literally aching.  Maybe I'm just a sensitive person and can feel other's pain.  If that is the case, I'm not sure if I like it.  I called them back to talk to my cousins in Korea.  I was crying more than them.  It just doesn't make any sense.  They were trying to comfort me rather that the other way around.  I felt embarrassed.  Am I a cry baby?  I'm not always this way...maybe I should got the the doctor...a psychiatrist.;truthful;confident;21.51781297;0;-35;16
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;38YMOXR4MVL349I5Y98RHNILCWTW60;Well, I am a grandmother. I have a son, he is 30 years old. He got married at 17, and I have a granddaughter, she is 11, and a grandson, he is 2. Both are part Jewish. My son`s dad was Jewish, from Poland, but born in New York in 1966. He died of a brain tumor. My son, looks fine, but the kids were born with a brain`s cyst. Both had had a brain surgery to help them, but the cysts (both), are still there. These cysts are affecting their lives, they have to be going to see the Doctor and be checking them. Just a week ago, my little grandson had a surgery again, I went to visit him to the Hospital, and he was looking so delicate, so blue, very, very pale. I am so worried about them, but other than that, when the cysts are not acting, they are healthy, normal, very, very intelligent, I would say that they are geniouses. Really, really smart. And happy. I just love them. They don`t live with me, but they come visit. I love to play with my grandson, he is the one that plays with me. Last night, we were playing, and I showed to him a chess box. We placed all the pieces in the board and we had fun with them. I am so happy he is doing well. He has to wear a helmet because his skull is so thin that one fall could be fatal. But in the last check up, the Dr. said his skull is getting better. Perhaps one day he will be able to be without the helmet. Right now, just seeing them alive is a miracle.;truthful;poorly confident;85.2819593;0;-13;23
2025-03-04;accuracy_low;['no_prolific_id'];3bd28459-d71a-42dd-b670-2d4e2edc4256;Accepted;33JKGHPFYDGF6IUJTOOLA02GX74NM8;"In June, I went to a family reunion. It was held at the home of my cousin's former husband in New Jersey. Last year, he came and picked up me and my partner at our place in New York and drove us there. This time, although one of the cousin's organizing the event said she'd try to arrange transportation, she was unable to do so, so we took the bus. This involved taking the subway to Port Authority in Manhattan, then a bus to New Jersey, then calling my cousin on arrival to have someone pick us up. The whole trip should have take a couple of hours. I looked at Google Maps before leaving the house, and planned our route. We left the house in ample time to catch the bus suggested by the app. On the way to the bus, I called my cousin to confirm that we were on our way. I found out that the host of the party said we should take a different bus, which was a route run by a different bus company. Naturally, this ran on a different schedule. When we arrived at the terminal, we found we'd have to wait an hour for our bus. When we finally got on the bus, we were relieved, and figured we see everyone in about an hour's time. Were we mistaken! We hit one of the worst traffic jams I have ever encountered. The trip took well over two hours. By the time we arrived, some of the guests were already leaving. The best part of the whole party was that one of my cousins had come all the way from Massachusetts. She had told me about a year ago that she loves coconut flan. So, I made it and did not tell her. She was so surprised and pleased that she cried. Her husband, who is Cuban, pronounced it ""Tremendo!"" I felt the long trip had been worth the effort.";truthful;indecisive;73.59746718;0;-5;-13
